post_id,post_timestamp,comment_id,comment_timestamp,comment_username,comment_text,comment_scrape_date,comment_user_id,comment_like_count,comment_reply_count,comment_did_report_as_spam,comment_hashtags,comment_mentions,reply_id,reply_timestamp,reply_username,reply_text,reply_scrape_date,reply_user_id,reply_like_count,reply_hashtags,reply_mentions,scrape_date,text_for_analysis,sentiment_label,sentiment_score,toxicity_toxicity,toxicity_severe_toxicity,toxicity_obscene,toxicity_identity_attack,toxicity_insult,toxicity_threat,toxicity_sexual_explicit,misogyny_label,misogyny_score
2807735020455846629,2022-04-02T19:35:19.000Z,17923300172500183,2022-04-02T20:05:11.000Z,eamon_newland,You should visit around the foreglen people would be glad to talk and support Sdlp,2025-03-08T10:45:28.170Z,49569323341.0,1.0,2.0,False,[],[],,,,,,,,,,2025-03-08 10:45:28.170000+00:00,You should visit around the foreglen people would be glad to talk and support Sdlp,positive,0.5820947885513306,0.0013049936387687922,3.820105121121742e-05,0.00044252167572267354,0.000121256300189998,0.0006200020434334874,7.340126467170194e-05,6.017553459969349e-05,LABEL_0,0.99997878074646
2807735020455846629,2022-04-02T19:35:19.000Z,17923300172500183,,eamon_newland,,,,,,,,,1.7986514515440766e+16,2022-04-02T20:08:12.000Z,carahuntermla,@eamon_newland bumped into a few today Eamon! Lovely people. Be down shortly sir 😄,2025-03-08T10:45:28.170Z,20083423296.0,1.0,[],['@eamon_newland'],2025-03-08 10:45:28.170000+00:00,@eamon_newland bumped into a few today Eamon! Lovely people. Be down shortly sir 😄,positive,0.8823909759521484,0.000934380223043263,1.643576797505375e-05,0.0001432203862350434,8.60295258462429e-05,0.0003453170647844672,5.377790876082145e-05,2.748817678366322e-05,LABEL_0,0.9999723434448242
2807735020455846629,2022-04-02T19:35:19.000Z,17923300172500183,,eamon_newland,,,,,,,,,1.7915943542382182e+16,2022-04-02T20:11:22.000Z,eamon_newland,"@carahuntersdlp hahaha is that rite sir” seen you last week in limavady, but if your for foreglen I hope to see you there",2025-03-08T10:45:28.170Z,49569323341.0,0.0,[],['@carahuntersdlp'],2025-03-08 10:45:28.170000+00:00,"@carahuntersdlp hahaha is that rite sir” seen you last week in limavady, but if your for foreglen I hope to see you there",positive,0.5867695212364197,0.00389830581843853,1.9834975319099613e-05,0.00020623754244297743,0.00012968707596883178,0.0011222247267141938,9.975294233299792e-05,5.636275454889983e-05,LABEL_0,0.999975323677063
2809972262024842647,2022-04-05T21:40:19.000Z,17937258572076118,2022-04-05T21:52:41.000Z,anumqaisarsnp,I love this picture and you look 🔥🔥🔥,2025-03-08T10:45:28.160Z,1971663386.0,0.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:28.160000+00:00,I love this picture and you look 🔥🔥🔥,positive,0.9315083622932434,0.0011736192973330617,8.885686111170799e-05,0.00104551634285599,0.00017230799130629748,0.0003066152858082205,0.00010630968608893454,8.635072299512103e-05,LABEL_0,0.9999619722366333
2810318293774296401,2022-04-06T09:08:32.000Z,17903420849469386,2022-04-06T19:56:27.000Z,antoinoz,"Myroe is just down the road, I haven’t seen a single politician",2025-03-08T10:45:28.058Z,1394455036.0,0.0,2.0,False,[],[],,,,,,,,,,2025-03-08 10:45:28.058000+00:00,"Myroe is just down the road, I haven’t seen a single politician",neutral,0.5368714928627014,0.0007580944220535457,1.7147067410405725e-05,0.00015044915198814124,8.588403579778969e-05,0.00031149928690865636,3.0238987164921127e-05,2.042380401690025e-05,LABEL_0,0.9999812841415405
2810318293774296401,2022-04-06T09:08:32.000Z,17998071205429633,2022-04-06T14:10:22.000Z,mccannmark37,"Looking beautiful Cara, good luck for the election I hope you're successful",2025-03-08T10:45:28.058Z,6733382053.0,1.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:28.058000+00:00,"Looking beautiful Cara, good luck for the election I hope you're successful",positive,0.9304695129394531,0.0003472499374765903,2.6522720872890204e-05,0.0001509280555183068,6.875696999486536e-05,0.0001795594725990668,4.139421434956603e-05,3.299242598586716e-05,LABEL_0,0.9999666213989258
2810318293774296401,2022-04-06T09:08:32.000Z,17903420849469386,,antoinoz,,,,,,,,,1.8230885191104868e+16,2022-04-06T20:40:36.000Z,carahuntermla,@antoinoz Making our way round Anthony! Hopefully see you soon :),2025-03-08T10:45:28.058Z,20083423296.0,0.0,[],['@antoinoz'],2025-03-08 10:45:28.058000+00:00,@antoinoz Making our way round Anthony! Hopefully see you soon :),positive,0.8724881410598755,0.00040001864545047283,2.478808892192319e-05,0.00012045145558658987,8.686963701620698e-05,0.00015119006275199354,5.2641680667875335e-05,2.8142840164946392e-05,LABEL_0,0.9999723434448242
2810318293774296401,2022-04-06T09:08:32.000Z,17903420849469386,,antoinoz,,,,,,,,,1.791065197151716e+16,2022-04-06T20:42:34.000Z,antoinoz,@carahuntersdlp cool,2025-03-08T10:45:28.058Z,1394455036.0,0.0,[],['@carahuntersdlp'],2025-03-08 10:45:28.058000+00:00,@carahuntersdlp cool,positive,0.5981811881065369,0.0018852314678952098,1.1382208867871668e-05,0.00012367480667307973,7.606967847095802e-05,0.0013117040507495403,1.7951837435248308e-05,1.829944085329771e-05,LABEL_0,0.9999626874923706
2811311863397781647,2022-04-08T07:19:24.000Z,17910384995518519,2022-04-07T18:45:21.000Z,gourleyi,"Enjoy Amici, its amazing 😍",2025-03-08T10:45:28.049Z,2076610100.0,1.0,1.0,False,[],[],,,,,,,,,,2025-03-08 10:45:28.049000+00:00,"Enjoy Amici, its amazing 😍",positive,0.9442071318626404,0.0005301819765008986,2.6138790417462587e-05,0.0002140030119335279,9.652120934333652e-05,0.00023416081967297941,4.130005618208088e-05,2.4727691197767854e-05,LABEL_0,0.9999616146087646
2811311863397781647,2022-04-08T07:19:24.000Z,17936425469028287,2022-04-09T14:40:31.000Z,mccannmark37,"Yes indeed, doing a great job Cara",2025-03-08T10:45:28.049Z,6733382053.0,0.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:28.049000+00:00,"Yes indeed, doing a great job Cara",positive,0.9246140122413635,0.0007843441562727094,9.384365694131702e-05,0.0006218819180503488,0.00015888645430095494,0.0003556663868948817,0.0001323251926805824,0.00015147389785852283,LABEL_0,0.9999712705612183
2811311863397781647,2022-04-08T07:19:24.000Z,17910384995518519,,gourleyi,,,,,,,,,1.7904690320463582e+16,2022-04-08T01:28:49.000Z,carahuntermla,@gourleyi thanks so much! Food was fantastic 😍,2025-03-08T10:45:28.049Z,20083423296.0,1.0,[],['@gourleyi'],2025-03-08 10:45:28.049000+00:00,@gourleyi thanks so much! Food was fantastic 😍,positive,0.9257349967956543,0.0005407151766121387,2.0748848328366876e-05,0.00014070895849727094,9.504505578661337e-05,0.00024379703972954303,3.3674608857836574e-05,1.988277472264599e-05,LABEL_0,0.9999715089797974
2811357327145457521,2022-04-07T19:32:12.000Z,18211612207121585,2022-04-07T20:15:48.000Z,zabidi,Can’t wait!! 🙌🏽,2025-03-08T10:45:27.932Z,4731195.0,0.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.932000+00:00,Can’t wait!! 🙌🏽,positive,0.8422285914421082,0.00048132112715393305,4.999608427169733e-05,0.000424756231950596,0.00014669037773273885,0.00038153279456309974,6.647506961598992e-05,4.0350190829485655e-05,LABEL_0,0.9999711513519287
2811994330690220085,2022-04-08T16:37:49.000Z,17905457750455439,2022-04-08T18:20:23.000Z,lena_rose_florist,It was wonderful surprise to see my lovely young cousin today ... Good luck for May 5th xx.  #family,2025-03-08T10:45:27.928Z,13068343897.0,1.0,0.0,False,['#family'],[],,,,,,,,,,2025-03-08 10:45:27.928000+00:00,It was wonderful surprise to see my lovely young cousin today ... Good luck for May 5th xx.  #family,positive,0.9332650303840637,0.00031202746322378516,2.3681581296841614e-05,0.00012253253953531384,8.97797872312367e-05,0.00016158909420482814,2.678677446965594e-05,2.7764064725488424e-05,LABEL_0,0.9999662637710571
2812054417349718342,2022-04-08T18:37:11.000Z,17918121389371962,2022-04-09T12:31:29.000Z,samueldalton22,"Why do we feel the need to make remarks as such as “they wanted a picture of you for their home”

“Teenage lads putting you on the wall in their bedrooms”

“Lovely picture apart from the poster”

?????

If you’re not interested in Caras campaign then scroll on by. It’s not hard to do so and just crack on with your day. I don’t hold any political beliefs as such but all I want to do is live happy and live in a society where we can all get on. I respect Caras campaign and I’m all for shared space.",2025-03-08T10:45:27.919Z,252057710.0,2.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.919000+00:00,"Why do we feel the need to make remarks as such as “they wanted a picture of you for their home”

“Teenage lads putting you on the wall in their bedrooms”

“Lovely picture apart from the poster”

?????

If you’re not interested in Caras campaign then scroll on by. It’s not hard to do so and just crack on with your day. I don’t hold any political beliefs as such but all I want to do is live happy and live in a society where we can all get on. I respect Caras campaign and I’m all for shared space.",negative,0.7164833545684814,0.000894318160135299,2.3203823730000295e-05,0.0001491706643719226,0.00013971504813525826,0.00036242417991161346,3.304482015664689e-05,6.353358185151592e-05,LABEL_0,0.999968409538269
2812054417349718342,2022-04-08T18:37:11.000Z,18291690445040957,2022-04-10T13:07:24.000Z,_mcclean,I seen @priceben11 steal one? @gmcauthentic was there holding his ladder. Safety first and all that!,2025-03-08T10:45:27.919Z,191038291.0,0.0,4.0,False,[],"['@priceben11', '@gmcauthentic']",,,,,,,,,,2025-03-08 10:45:27.919000+00:00,I seen @priceben11 steal one? @gmcauthentic was there holding his ladder. Safety first and all that!,neutral,0.4693840444087982,0.0005317176692187786,2.0586794562404975e-05,0.00011329388507874683,8.82476961123757e-05,0.00017709027451928705,4.80630733363796e-05,2.221038084826432e-05,LABEL_0,0.9999451637268066
2812054417349718342,2022-04-08T18:37:11.000Z,17950262683799862,2022-04-09T09:36:19.000Z,banterbailey,Maybe @carahuntersdlp they just want a pic of you for home ❤️,2025-03-08T10:45:27.919Z,5093111.0,1.0,0.0,False,[],['@carahuntersdlp'],,,,,,,,,,2025-03-08 10:45:27.919000+00:00,Maybe @carahuntersdlp they just want a pic of you for home ❤️,neutral,0.6088083982467651,0.002454871078953147,3.453280805842951e-05,0.0002586324990261346,0.00021629869297612458,0.00026601002900861204,0.00014649440709035844,6.187311373651028e-05,LABEL_0,0.9999737739562988
2812054417349718342,2022-04-08T18:37:11.000Z,17908316639383411,2022-04-09T02:40:06.000Z,chrismoore411,"..lovely pic though, apart from the poster.",2025-03-08T10:45:27.919Z,8518472190.0,0.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.919000+00:00,"..lovely pic though, apart from the poster.",positive,0.877275824546814,0.00032591179478913546,2.8345173632260412e-05,0.00018086384807247669,9.069283987628296e-05,0.00020514435891527683,3.5939701774623245e-05,2.359659265493974e-05,LABEL_0,0.9999505281448364
2812054417349718342,2022-04-08T18:37:11.000Z,17931309815147005,2022-04-08T23:01:47.000Z,peter.barr.96,Seen a man in a white van taking one down.... They put up a Sinn Fein one in its place.... True story,2025-03-08T10:45:27.919Z,8494273543.0,1.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.919000+00:00,Seen a man in a white van taking one down.... They put up a Sinn Fein one in its place.... True story,negative,0.6472482681274414,0.015021823346614838,0.0006140267360024154,0.0008976433309726417,0.013409524224698544,0.004070524591952562,0.0006874349783174694,0.0005458023515529931,LABEL_0,0.9999767541885376
2812054417349718342,2022-04-08T18:37:11.000Z,17968804645568727,2022-04-08T19:33:38.000Z,matthewblue1875,I reckon a fair few teenage lads have put you on the wall in their bedrooms,2025-03-08T10:45:27.919Z,355767226.0,3.0,1.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.919000+00:00,I reckon a fair few teenage lads have put you on the wall in their bedrooms,neutral,0.5333078503608704,0.05876487120985985,6.251793092815205e-05,0.0007949652499519289,0.0011672392720356584,0.01309919636696577,0.0019755626562982798,0.0005498364917002618,LABEL_0,0.9999662637710571
2812054417349718342,2022-04-08T18:37:11.000Z,17953100629741677,2022-04-08T19:48:30.000Z,mccannmark37,Oh my goodness I'm sorry to hear that Cara unbelievable doing that to a good person and a phenomenal MLA like you I mean I'm a Unionist but I'm Progressive and very broad-minded and we all share the same values like the cost of living crises and an equal society some people should have some respect,2025-03-08T10:45:27.919Z,6733382053.0,0.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.919000+00:00,Oh my goodness I'm sorry to hear that Cara unbelievable doing that to a good person and a phenomenal MLA like you I mean I'm a Unionist but I'm Progressive and very broad-minded and we all share the same values like the cost of living crises and an equal society some people should have some respect,positive,0.47298508882522583,0.0005259975441731513,2.2135440303827636e-05,0.00017631810624152422,7.131631718948483e-05,0.00023557586246170104,2.198340735048987e-05,3.1158619094640017e-05,LABEL_0,0.999972939491272
2812054417349718342,2022-04-08T18:37:11.000Z,17919625970365757,2022-04-09T08:58:31.000Z,jsjmac13,👀,2025-03-08T10:45:27.919Z,8181932353.0,0.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.919000+00:00,👀,neutral,0.6294006705284119,0.0005647672805935144,0.0004839810135308653,0.004355437122285366,0.001135108876042068,0.005192096345126629,0.00034617737401276827,0.00017622968880459666,LABEL_0,0.9999598264694214
2812054417349718342,2022-04-08T18:37:11.000Z,17862750401674292,2022-04-08T21:52:36.000Z,marky_mark_3,I noticed the new bridge overlooking the underpass had gone the very next day 😮 though second one on mountsandel road is still intact 👍 Good luck Cara.,2025-03-08T10:45:27.919Z,263059157.0,0.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.919000+00:00,I noticed the new bridge overlooking the underpass had gone the very next day 😮 though second one on mountsandel road is still intact 👍 Good luck Cara.,positive,0.6231608986854553,0.000316548248520121,2.3407676053466275e-05,0.00012821586278732866,7.790690870024264e-05,0.00016719823179300874,3.031070446013473e-05,2.1417274183477275e-05,LABEL_0,0.9999580383300781
2812054417349718342,2022-04-08T18:37:11.000Z,17896267160605284,2022-04-08T21:44:08.000Z,beerhillwoodworkandvintage,"Have to agree with Matthew, who would want Jim Alister.....",2025-03-08T10:45:27.919Z,9984663064.0,0.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.919000+00:00,"Have to agree with Matthew, who would want Jim Alister.....",neutral,0.48668891191482544,0.00033050889032892883,2.351164039282594e-05,0.0001462383079342544,9.531933756079525e-05,0.00015971140237525105,3.641715375124477e-05,2.506112286937423e-05,LABEL_0,0.999963641166687
2812054417349718342,2022-04-08T18:37:11.000Z,18035334988341153,2022-04-09T13:30:50.000Z,gavins_barbers,@harkin_bhoy stole one he has one of your posters on his bedroom wall,2025-03-08T10:45:27.919Z,372925848.0,1.0,1.0,False,[],['@harkin_bhoy'],,,,,,,,,,2025-03-08 10:45:27.919000+00:00,@harkin_bhoy stole one he has one of your posters on his bedroom wall,neutral,0.7050712704658508,0.0014043693663552403,1.2675566722464282e-05,0.0001377445732941851,9.090887033380568e-05,0.0004257971013430506,2.3114531359169632e-05,2.3360644263448194e-05,LABEL_0,0.9999721050262451
2812054417349718342,2022-04-08T18:37:11.000Z,18035334988341153,,gavins_barbers,,,,,,,,,1.7937006125020828e+16,2022-04-09T13:38:46.000Z,harkin_bhoy,@gavins_barbers 4th boy to tag me today 🤣🤣,2025-03-08T10:45:27.919Z,2002524335.0,0.0,[],['@gavins_barbers'],2025-03-08 10:45:27.919000+00:00,@gavins_barbers 4th boy to tag me today 🤣🤣,positive,0.730957567691803,0.0006245110416784883,3.0368977604666725e-05,0.0001640047412365675,0.0001246147439815104,0.00030426992452703416,4.750437074108049e-05,3.5408818803261966e-05,LABEL_0,0.999974250793457
2812054417349718342,2022-04-08T18:37:11.000Z,18291690445040957,,_mcclean,,,,,,,,,1.794343368190238e+16,2022-04-10T13:19:04.000Z,gmcauthentic,@_mcclean you’d never see me take down an SDLP poster nor any poster for that matter. Disgusting behaviour. Fight fair and win or lose fair.,2025-03-08T10:45:27.919Z,864501767.0,1.0,[],['@_mcclean'],2025-03-08 10:45:27.919000+00:00,@_mcclean you’d never see me take down an SDLP poster nor any poster for that matter. Disgusting behaviour. Fight fair and win or lose fair.,negative,0.9588638544082642,0.453367680311203,5.049492756370455e-05,0.0014923113631084561,0.00033318536588922143,0.34001725912094116,0.00016980632790364325,0.00022844351769890636,LABEL_0,0.9999583959579468
2812054417349718342,2022-04-08T18:37:11.000Z,17968804645568727,,matthewblue1875,,,,,,,,,1.7849001359749998e+16,2022-04-09T02:37:01.000Z,chrismoore411,@matthewblue1875 lol that would be true.,2025-03-08T10:45:27.919Z,8518472190.0,1.0,[],['@matthewblue1875'],2025-03-08 10:45:27.919000+00:00,@matthewblue1875 lol that would be true.,positive,0.44979315996170044,0.00039917961112223566,1.9956652977271006e-05,0.0001331875246251002,8.416490163654089e-05,0.00020627843332476914,2.8523572837002575e-05,2.0729308744193986e-05,LABEL_0,0.9999574422836304
2812054417349718342,2022-04-08T18:37:11.000Z,18291690445040957,,_mcclean,,,,,,,,,1.7940173872970468e+16,2022-04-10T13:26:11.000Z,_mcclean,@gmcauthentic 🥱,2025-03-08T10:45:27.919Z,191038291.0,0.0,[],['@gmcauthentic'],2025-03-08 10:45:27.919000+00:00,@gmcauthentic 🥱,neutral,0.48061344027519226,0.0005900096148252487,0.0012517005670815706,0.011557442136108875,0.001906422432512045,0.011683491989970207,0.0005552208167500794,0.0002839726803358644,LABEL_0,0.9999645948410034
2812054417349718342,2022-04-08T18:37:11.000Z,18291690445040957,,_mcclean,,,,,,,,,1.8196787689080624e+16,2022-04-10T13:34:54.000Z,gmcauthentic,@cormaccarr00 you really aren’t sure mate? @_mcclean 😂,2025-03-08T10:45:27.919Z,864501767.0,1.0,[],"['@cormaccarr00', '@_mcclean']",2025-03-08 10:45:27.919000+00:00,@cormaccarr00 you really aren’t sure mate? @_mcclean 😂,neutral,0.47990137338638306,0.0018399636028334498,1.0748291970230639e-05,8.139721467159688e-05,8.437648648396134e-05,0.0009621245553717017,1.6727020920370705e-05,1.3927091458754148e-05,LABEL_0,0.999972939491272
2812054417349718342,2022-04-08T18:37:11.000Z,18291690445040957,,_mcclean,,,,,,,,,1.7936722646076732e+16,2022-04-10T13:41:05.000Z,_mcclean,@gmcauthentic watch out he’s an influencer @cormaccarr00 🤣,2025-03-08T10:45:27.919Z,191038291.0,1.0,[],"['@gmcauthentic', '@cormaccarr00']",2025-03-08 10:45:27.919000+00:00,@gmcauthentic watch out he’s an influencer @cormaccarr00 🤣,positive,0.6341137886047363,0.0007251003989949822,1.3897941244067624e-05,8.782274380791932e-05,8.728831744519994e-05,0.0003792095521930605,2.1145306163816713e-05,1.611385050637182e-05,LABEL_0,0.9999706745147705
2814075742884731799,2022-04-11T13:33:12.000Z,17943342277830917,2022-04-11T13:54:53.000Z,mccannmark37,Yes putting people first is not just a slogan it's what the SDLP has always been about,2025-03-08T10:45:27.478Z,6733382053.0,0.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.478000+00:00,Yes putting people first is not just a slogan it's what the SDLP has always been about,neutral,0.6097403764724731,0.0005955489468760788,2.790685357467737e-05,0.0002083698782371357,0.00011487003939691931,0.00022668430756311864,3.993624704889953e-05,2.8817656129831448e-05,LABEL_0,0.9999659061431885
2814190238416570187,2022-04-11T17:20:41.000Z,18265696582074794,2022-04-11T19:14:44.000Z,jasonrowan1,👏,2025-03-08T10:45:27.473Z,271805680.0,0.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.473000+00:00,👏,positive,0.5683245658874512,0.0006997145246714354,3.2212541555054486e-05,0.0002762458461802453,0.00013864670472685248,0.0005341811920516193,5.0917402404593304e-05,2.7769865482696332e-05,LABEL_0,0.9999614953994751
2814190238416570187,2022-04-11T17:20:41.000Z,17955325963735436,2022-04-11T17:32:44.000Z,gregoryrasputin,"This is disgusting, but it is Coleraine so it doesn’t surprise me.",2025-03-08T10:45:27.473Z,146117895.0,4.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.473000+00:00,"This is disgusting, but it is Coleraine so it doesn’t surprise me.",negative,0.9397133588790894,0.4213469922542572,5.120654896018095e-05,0.0026205347385257483,0.001482466235756874,0.33654502034187317,0.00017201645823661238,0.00017179532733280212,LABEL_0,0.9999141693115234
2814190238416570187,2022-04-11T17:20:41.000Z,17926291598323971,2022-04-11T20:36:59.000Z,nerdxbyxnature,Don’t let them get you down ❤️ You’re doing amazing work ❤️ Keep going 👊🏻❤️,2025-03-08T10:45:27.473Z,232527221.0,0.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.473000+00:00,Don’t let them get you down ❤️ You’re doing amazing work ❤️ Keep going 👊🏻❤️,positive,0.9030012488365173,0.0019059859914705157,5.026791768614203e-05,0.00033972173696383834,0.00024389282043557614,0.00023750096443109214,0.00024103438772726804,7.970165461301804e-05,LABEL_0,0.999971866607666
2814190238416570187,2022-04-11T17:20:41.000Z,18009561748399622,2022-04-11T20:02:22.000Z,clairewill,Pathetic keep going Cara 💪🏻,2025-03-08T10:45:27.473Z,183011580.0,0.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.473000+00:00,Pathetic keep going Cara 💪🏻,negative,0.8772605061531067,0.9405196905136108,0.0005739458720199764,0.014163268730044365,0.0007271358044818044,0.8612405061721802,0.0012549984967336059,0.0005178814753890038,LABEL_0,0.9999682903289795
2814190238416570187,2022-04-11T17:20:41.000Z,17906478038424065,2022-04-11T17:24:56.000Z,marty.naan.mortgage.advice.1,"Imagine being them...then imagine being you. I know which is a preferable way to live life. Being a public servant, or being a dick.",2025-03-08T10:45:27.473Z,1642562239.0,4.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.473000+00:00,"Imagine being them...then imagine being you. I know which is a preferable way to live life. Being a public servant, or being a dick.",neutral,0.45159560441970825,0.9676740765571594,0.017483646050095558,0.8642078638076782,0.007496788166463375,0.6682424545288086,0.0029961944092065096,0.6911118030548096,LABEL_0,0.9998010993003845
2814190238416570187,2022-04-11T17:20:41.000Z,17923455836155415,2022-04-11T17:27:38.000Z,bashearoonbars,Keep going Cara! 👊🏻,2025-03-08T10:45:27.473Z,54585695.0,1.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.473000+00:00,Keep going Cara! 👊🏻,positive,0.8657850623130798,0.001054626191034913,8.120688289636746e-05,0.000379645440261811,0.00020210593356750906,0.0006426653126254678,0.00017783159273676574,0.00011326407548040152,LABEL_0,0.9999645948410034
2814190238416570187,2022-04-11T17:20:41.000Z,18291938341047241,2022-04-11T17:28:10.000Z,irishadventurerider,Yes. Really sad. If you have time in your life to pull down any poster .,2025-03-08T10:45:27.473Z,4348202075.0,0.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.473000+00:00,Yes. Really sad. If you have time in your life to pull down any poster .,negative,0.9302305579185486,0.02628135122358799,7.14688139851205e-05,0.0004007111710961908,0.0003839552227873355,0.0023197103291749954,0.007790824864059687,0.00023489516752306372,LABEL_0,0.9999614953994751
2814190238416570187,2022-04-11T17:20:41.000Z,17951558521808821,2022-04-11T17:29:53.000Z,martinaokane,❤️❤️❤️,2025-03-08T10:45:27.473Z,3917563851.0,0.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.473000+00:00,❤️❤️❤️,positive,0.816160261631012,0.00104847876355052,2.9013215680606663e-05,0.00021565640054177493,0.00014419370563700795,0.0003687820571940392,6.700643280055374e-05,3.191992436768487e-05,LABEL_0,0.9999682903289795
2814190238416570187,2022-04-11T17:20:41.000Z,17899269206580239,2022-04-11T17:35:39.000Z,marky_mark_3,Explain to them that a vote for you is one less for SF. This is the most important election in a very long time.,2025-03-08T10:45:27.473Z,263059157.0,2.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.473000+00:00,Explain to them that a vote for you is one less for SF. This is the most important election in a very long time.,neutral,0.41240066289901733,0.000492988561745733,2.5995726900873706e-05,0.00020158611005172133,8.013804472284392e-05,0.0002348718699067831,4.267753683961928e-05,2.930899427155964e-05,LABEL_0,0.999969482421875
2814190238416570187,2022-04-11T17:20:41.000Z,18044433148323275,2022-04-11T19:32:05.000Z,1garrettgreene,"When those who would oppose you are resorting to intimidation, you know you are acting in the cause of right. Go néirí leat. Continued and better success to you Cara.",2025-03-08T10:45:27.473Z,6061940250.0,0.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.473000+00:00,"When those who would oppose you are resorting to intimidation, you know you are acting in the cause of right. Go néirí leat. Continued and better success to you Cara.",negative,0.4125685691833496,0.0012604580260813236,1.477980003983248e-05,0.0001240824640262872,0.00011855271441163495,0.00033059334964491427,5.290095214149915e-05,2.5429904781049117e-05,LABEL_0,0.9999721050262451
2814190238416570187,2022-04-11T17:20:41.000Z,17917466657461422,2022-04-11T18:02:42.000Z,xlankelly,Pathetic,2025-03-08T10:45:27.473Z,2490562230.0,0.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.473000+00:00,Pathetic,negative,0.91671222448349,0.9899852275848389,0.00028098063194192946,0.00397481769323349,0.0013988466234877706,0.9809948801994324,0.0008320275228470564,0.0008069055620580912,LABEL_0,0.9999659061431885
2814190238416570187,2022-04-11T17:20:41.000Z,18288589201023868,2022-04-11T18:28:37.000Z,antoinoz,Bet they voted for brexit as well!!,2025-03-08T10:45:27.473Z,1394455036.0,1.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.473000+00:00,Bet they voted for brexit as well!!,neutral,0.3922386169433594,0.0005662973271682858,2.402128666290082e-05,0.00013865411165170372,0.00011233281838940457,0.00020745261281263083,5.581126606557518e-05,2.5506386009510607e-05,LABEL_0,0.9999741315841675
2814190238416570187,2022-04-11T17:20:41.000Z,18173629912207144,2022-04-11T18:47:16.000Z,dirtydollbytr,DISGRACEFUL!!!!!!,2025-03-08T10:45:27.473Z,7808755600.0,0.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.473000+00:00,DISGRACEFUL!!!!!!,negative,0.9566705822944641,0.638762354850769,0.0006495941779576242,0.014738733880221844,0.0015119316522032022,0.39416301250457764,0.014780060388147831,0.0018475737888365984,LABEL_0,0.9999580383300781
2814190238416570187,2022-04-11T17:20:41.000Z,17945333956791140,2022-04-11T18:56:52.000Z,leeroyjetzen,Sorry to hear this Cara. Keep up the good work. Hope you're ok.,2025-03-08T10:45:27.473Z,1417052514.0,0.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.473000+00:00,Sorry to hear this Cara. Keep up the good work. Hope you're ok.,positive,0.375090628862381,0.0005455812788568437,2.9874849133193493e-05,0.00013479069457389414,0.000101208956039045,0.00026072506443597376,4.012065983260982e-05,3.403250957489945e-05,LABEL_0,0.9999575614929199
2814190238416570187,2022-04-11T17:20:41.000Z,18040214137332112,2022-04-11T19:05:26.000Z,bazcvn,Disgrace!! Keep going,2025-03-08T10:45:27.473Z,2322411583.0,0.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.473000+00:00,Disgrace!! Keep going,negative,0.9593995809555054,0.15682944655418396,0.00030810298630967736,0.011386110447347164,0.00025261749397031963,0.055344145745038986,0.003530768910422921,0.00100615993142128,LABEL_0,0.9999618530273438
2814190238416570187,2022-04-11T17:20:41.000Z,17978685514472932,2022-04-11T22:48:56.000Z,mccannmark37,"I'm absolutely disgusted by this, I'm ashamed to call myself a Unionist you're a great politician and a wonderful human being keep up the good work",2025-03-08T10:45:27.473Z,6733382053.0,0.0,0.0,False,[],[],,,,,,,,,,2025-03-08 10:45:27.473000+00:00,"I'm absolutely disgusted by this, I'm ashamed to call myself a Unionist you're a great politician and a wonderful human being keep up the good work",negative,0.9558478593826294,0.007537379395216703,3.676014603115618e-05,0.0010646188165992498,0.000101067365903873,0.004508138168603182,3.6493187508312985e-05,0.00010590263264020905,LABEL_0,0.999976634979248
